Area Code,Date,Market,Market Size,Product,Product Length,Product Line,Product Combined,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Variance Column,Total Expenses,Order Date,Year,Month,Day,Day Name,Days Since Order,Month End Date,Customer Name,Clean Name,Trimmed Name,Proper Name,Hyphen Name,City,City Upper,City Lower,Location Combined,Full Location,Promo Code,Promo Check,Promo Missing Check,Full Product,,Display Today’s Date,Display Current Date and Time
702,41183,West,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Nevada,Regular,110,-110,-170,0,255,7058,-255,96,-363,21,131,129,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Nevada, West","SYDNEY, Nevada (West Market)",,Blank,Missing,Leaves - Green Tea,,,
775,41183,West,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Nevada,Regular,40,60,30,100,34,240,43,12,-2,77,17,45,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,,,,,,new york,NEW YORK,new york,"NEW YORK, Nevada, West","NEW YORK, Nevada (West Market)",,Blank,Missing,Beans - Colombian,,,
775,41183,West,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Nevada,Decaf,30,60,50,90,31,1000,37,9,7,68,8,30,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Nevada, West","DELHI, Nevada (West Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
702,41183,West,Small Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,Nevada,Regular,0,30,30,30,0,430,43,0,32,43,13,11,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Nevada, West","LONDON, Nevada (West Market)",SAVE10,Not Blank,Avalable,Beans - Caffe Latte,,,
702,41183,West,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Nevada,Regular,10,20,20,30,21,846,31,5,14,52,32,17,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Nevada, West","SYDNEY, Nevada (West Market)",,Blank,Missing,Beans - Caffe Mocha,,,
702,41183,West,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Nevada,Decaf,10,30,30,40,23,800,35,6,17,58,28,18,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Nevada, West","NEW YORK, Nevada (West Market)",,Blank,Missing,Beans - Decaf Espresso,,,
971,41183,West,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Oregon,Decaf,10,30,30,40,25,820,36,7,17,61,31,19,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Oregon, West","DELHI, Oregon (West Market)",,Blank,Missing,Leaves - Chamomile,,,
971,41183,West,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Oregon,Decaf,60,100,90,160,90,572,115,29,73,205,105,42,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Oregon, West","LONDON, Oregon (West Market)",,Blank,Missing,Leaves - Lemon,,,
541,41183,West,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Oregon,Regular,0,20,20,20,21,480,32,5,16,53,33,16,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Oregon, West","SYDNEY, Oregon (West Market)",,Blank,Missing,Leaves - Darjeeling,,,
971,41183,West,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Oregon,Regular,30,60,50,90,82,788,123,27,64,205,145,59,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Oregon, West","NEW YORK, Oregon (West Market)",SAVE10,Not Blank,Avalable,Leaves - Earl Grey,,,
971,41183,West,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Oregon,Regular,40,60,50,100,91,656,127,28,76,218,158,51,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Oregon, West","DELHI, Oregon (West Market)",,Blank,Missing,Leaves - Green Tea,,,
971,41183,West,Small Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,Oregon,Regular,70,100,50,170,51,503,71,46,-5,122,22,76,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,,,,,,LoNDoN,LONDON,london,"LONDON, Oregon, West","LONDON, Oregon (West Market)",,Blank,Missing,Beans - Amaretto,,,
971,41183,West,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Oregon,Regular,80,130,90,210,60,463,84,19,21,144,14,63,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, Oregon, West","SYDNEY, Oregon (West Market)",,Blank,Missing,Beans - Colombian,,,
971,41183,West,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Oregon,Decaf,50,100,80,150,43,419,64,13,29,107,7,35,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, Oregon, West","NEW YORK, Oregon (West Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
503,41183,West,Small Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,Oregon,Regular,40,60,40,100,54,404,66,20,12,120,60,54,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, Oregon, West","DELHI, Oregon (West Market)",,Blank,Missing,Beans - Caffe Latte,,,
971,41183,West,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Oregon,Regular,30,70,60,100,52,405,71,17,27,123,53,44,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, Oregon, West","LONDON, Oregon (West Market)",SAVE10,Not Blank,Avalable,Beans - Caffe Mocha,,,
503,41183,West,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Oregon,Decaf,140,150,110,290,161,1267,161,45,91,322,172,70,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Oregon, West","SYDNEY, Oregon (West Market)",,Blank,Missing,Beans - Decaf Espresso,,,
206,41183,West,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Washington,Decaf,90,160,130,250,125,1119,188,41,115,313,153,73,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Washington, West","NEW YORK, Washington (West Market)",,Blank,Missing,Leaves - Chamomile,,,
425,41183,West,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Washington,Decaf,30,60,60,90,48,829,71,13,47,119,59,24,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Washington, West","DELHI, Washington (West Market)",,Blank,Missing,Leaves - Lemon,,,
206,41183,West,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Washington,Regular,20,50,40,70,60,329,99,18,57,159,109,42,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Washington, West","LONDON, Washington (West Market)",,Blank,Missing,Leaves - Darjeeling,,,
360,41183,West,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Washington,Regular,20,30,30,50,46,449,67,14,31,113,83,36,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Washington, West","SYDNEY, Washington (West Market)",,Blank,Missing,Leaves - Earl Grey,,,
206,41183,West,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Washington,Regular,20,40,10,60,60,606,84,54,0,144,104,84,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,,,,,,new york,NEW YORK,new york,"NEW YORK, Washington, West","NEW YORK, Washington (West Market)",SAVE10,Not Blank,Avalable,Leaves - Green Tea,,,
206,41183,West,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Washington,Regular,90,140,110,230,68,438,99,21,56,167,27,43,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Washington, West","DELHI, Washington (West Market)",,Blank,Missing,Beans - Colombian,,,
425,41183,West,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Washington,Decaf,140,190,100,330,96,683,134,87,17,230,40,117,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Washington, West","LONDON, Washington (West Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
206,41183,West,Small Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,Washington,Regular,10,20,20,30,22,573,29,7,10,51,31,19,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Washington, West","SYDNEY, Washington (West Market)",,Blank,Missing,Beans - Caffe Latte,,,
253,41183,West,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Washington,Regular,40,70,50,110,56,385,70,21,16,126,56,54,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Washington, West","NEW YORK, Washington (West Market)",,Blank,Missing,Beans - Caffe Mocha,,,
253,41183,West,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Washington,Decaf,60,90,80,150,80,1055,94,24,48,174,84,46,1-Oct-2012,2012,10,1,Monday,4884,31-Oct-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Washington, West","DELHI, Washington (West Market)",,Blank,Missing,Beans - Decaf Espresso,,,
719,41214,Central,Major Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Colorado,Regular,70,90,60,160,88,561,112,29,70,200,110,42,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Colorado, Central","LONDON, Colorado (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Green Tea,,,
970,41214,Central,Major Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Colorado,Decaf,170,160,100,330,181,1283,182,50,107,363,203,75,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Colorado, Central","SYDNEY, Colorado (Central Market)",,Blank,Missing,Leaves - Chamomile,,,
303,41214,Central,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Colorado,Decaf,40,70,10,110,52,509,73,47,-4,125,55,77,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Colorado, Central","NEW YORK, Colorado (Central Market)",,Blank,Missing,Leaves - Lemon,,,
720,41214,Central,Major Market,Mint,4,Leaves,Leaves - Mint,Herbal Tea,Colorado,Decaf,50,70,40,120,59,411,79,19,32,138,68,47,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Colorado, Central","DELHI, Colorado (Central Market)",,Blank,Missing,Leaves - Mint,,,
719,41214,Central,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Colorado,Regular,40,60,20,100,55,410,69,20,15,124,64,54,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,LoNDoN,LONDON,london,"LONDON, Colorado, Central","LONDON, Colorado (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
719,41214,Central,Major Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Colorado,Regular,40,60,30,100,57,1042,68,17,29,125,65,39,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, Colorado, Central","SYDNEY, Colorado (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
303,41214,Central,Major Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Colorado,Decaf,90,150,100,240,75,659,114,24,58,189,39,56,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, Colorado, Central","NEW YORK, Colorado (Central Market)",SAVE10,Not Blank,Avalable,Beans - Decaf Espresso,,,
303,41214,Central,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Colorado,Regular,60,90,70,150,50,589,73,14,48,123,33,25,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, Colorado, Central","DELHI, Colorado (Central Market)",,Blank,Missing,Beans - Caffe Mocha,,,
970,41214,Central,Major Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Colorado,Decaf,80,110,80,190,81,984,117,22,84,198,88,33,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, Colorado, Central","LONDON, Colorado (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
970,41214,Central,Major Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,Colorado,Regular,110,170,130,280,118,930,172,33,128,290,120,44,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Colorado, Central","SYDNEY, Colorado (Central Market)",,Blank,Missing,Beans - Amaretto,,,
970,41214,Central,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Colorado,Regular,30,60,40,90,40,536,52,13,27,92,32,25,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Colorado, Central","NEW YORK, Colorado (Central Market)",,Blank,Missing,Beans - Colombian,,,
312,41214,Central,Major Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Illinois,Decaf,110,150,110,260,118,930,172,33,127,290,140,45,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Illinois, Central","DELHI, Illinois (Central Market)",,Blank,Missing,Leaves - Chamomile,,,
773,41214,Central,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Illinois,Decaf,30,50,30,80,40,536,52,13,27,92,42,25,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Illinois, Central","LONDON, Illinois (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Lemon,,,
630,41214,Central,Major Market,Mint,4,Leaves,Leaves - Mint,Herbal Tea,Illinois,Decaf,70,110,80,180,81,984,117,22,84,198,88,33,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Illinois, Central","SYDNEY, Illinois (Central Market)",,Blank,Missing,Leaves - Mint,,,
847,41214,Central,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Illinois,Regular,40,60,40,100,50,589,73,14,48,123,63,25,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,new york,NEW YORK,new york,"NEW YORK, Illinois, Central","NEW YORK, Illinois (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
630,41214,Central,Major Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Illinois,Regular,60,90,50,150,75,659,114,24,59,189,99,55,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Illinois, Central","DELHI, Illinois (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
847,41214,Central,Major Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Illinois,Decaf,270,270,200,540,211,1778,212,59,129,423,153,83,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Illinois, Central","LONDON, Illinois (Central Market)",,Blank,Missing,Beans - Decaf Espresso,,,
224,41214,Central,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Illinois,Regular,290,390,290,680,228,1691,304,75,196,532,142,108,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Illinois, Central","SYDNEY, Illinois (Central Market)",,Blank,Missing,Beans - Caffe Mocha,,,
815,41214,Central,Major Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Illinois,Decaf,110,160,110,270,113,803,165,36,106,278,118,59,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Illinois, Central","NEW YORK, Illinois (Central Market)",SAVE10,Not Blank,Avalable,Beans - Decaf Irish Cream,,,
815,41214,Central,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Illinois,Regular,170,230,140,400,173,1150,239,57,139,412,182,100,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Illinois, Central","DELHI, Illinois (Central Market)",,Blank,Missing,Beans - Colombian,,,
712,41214,Central,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Iowa,Decaf,210,280,180,490,228,1691,304,75,196,532,252,108,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Iowa, Central","LONDON, Iowa (Central Market)",,Blank,Missing,Leaves - Chamomile,,,
712,41214,Central,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Iowa,Decaf,100,150,100,250,113,803,165,36,107,278,128,58,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Iowa, Central","SYDNEY, Iowa (Central Market)",,Blank,Missing,Leaves - Lemon,,,
712,41214,Central,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Iowa,Regular,170,180,110,350,211,1778,212,59,129,423,243,83,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Iowa, Central","NEW YORK, Iowa (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
319,41214,Central,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Iowa,Regular,200,250,130,450,245,1784,300,93,173,545,295,127,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Iowa, Central","DELHI, Iowa (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
515,41214,Central,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Iowa,Regular,20,50,40,70,22,802,34,6,16,56,6,18,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,LoNDoN,LONDON,london,"LONDON, Iowa, Central","LONDON, Iowa (Central Market)",SAVE10,Not Blank,Avalable,Beans - Caffe Mocha,,,
712,41214,Central,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Iowa,Decaf,0,50,40,50,0,387,43,0,31,43,-7,12,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, Iowa, Central","SYDNEY, Iowa (Central Market)",,Blank,Missing,Beans - Decaf Espresso,,,
641,41214,Central,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Iowa,Decaf,0,20,10,20,10,596,13,3,-3,23,3,16,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, Iowa, Central","NEW YORK, Iowa (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
563,41214,Central,Small Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,Iowa,Regular,10,20,10,30,15,848,24,4,8,39,19,16,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, Iowa, Central","DELHI, Iowa (Central Market)",,Blank,Missing,Beans - Amaretto,,,
563,41214,Central,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Iowa,Regular,20,40,20,60,29,1003,35,8,5,64,24,30,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, Iowa, Central","LONDON, Iowa (Central Market)",,Blank,Missing,Beans - Colombian,,,
314,41214,Central,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Missouri,Regular,20,40,0,60,33,243,41,12,-4,74,34,45,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Missouri, Central","SYDNEY, Missouri (Central Market)",,Blank,Missing,Leaves - Green Tea,,,
573,41214,Central,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Missouri,Decaf,40,50,0,90,44,325,62,40,-8,106,56,70,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Missouri, Central","NEW YORK, Missouri (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Chamomile,,,
573,41214,Central,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Missouri,Decaf,70,40,0,110,82,1804,40,25,-9,122,82,49,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Missouri, Central","DELHI, Missouri (Central Market)",,Blank,Missing,Leaves - Lemon,,,
417,41214,Central,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Missouri,Regular,20,40,10,60,35,248,47,11,9,82,42,38,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Missouri, Central","LONDON, Missouri (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
636,41214,Central,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Missouri,Regular,20,40,0,60,34,211,42,12,-3,76,36,45,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Missouri, Central","SYDNEY, Missouri (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
314,41214,Central,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Missouri,Regular,60,100,80,160,54,885,78,15,51,132,32,27,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,new york,NEW YORK,new york,"NEW YORK, Missouri, Central","NEW YORK, Missouri (Central Market)",,Blank,Missing,Beans - Caffe Mocha,,,
314,41214,Central,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Missouri,Decaf,40,60,50,100,33,836,48,9,27,81,21,21,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Missouri, Central","DELHI, Missouri (Central Market)",,Blank,Missing,Beans - Decaf Espresso,,,
314,41214,Central,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Missouri,Decaf,60,80,40,140,69,1060,81,21,38,150,70,43,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Missouri, Central","LONDON, Missouri (Central Market)",SAVE10,Not Blank,Avalable,Beans - Decaf Irish Cream,,,
573,41214,Central,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Missouri,Regular,80,100,40,180,82,601,102,31,38,184,84,64,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Missouri, Central","SYDNEY, Missouri (Central Market)",,Blank,Missing,Beans - Colombian,,,
330,41214,Central,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Ohio,Regular,60,100,60,160,78,798,119,25,62,197,97,57,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Ohio, Central","NEW YORK, Ohio (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
419,41214,Central,Major Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Ohio,Regular,80,120,70,200,102,666,143,31,89,245,125,54,1-Nov-2012,2012,11,1,Thursday,4853,30-Nov-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Ohio, Central","DELHI, Ohio (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
